FECHA PRECIP  EVAP   TMAX   TMIN
23/11/2009  0      2.1    22    -1 
24/11/2009  0      2.8    23    -1 
25/11/2009  0      2.3    23    -1.5 
26/11/2009  0      2.9    23.5  -1 
27/11/2009  0      2.9    22.5   1.5 
28/11/2009  1      1.9    17.5   1.5 
29/11/2009  0      2.4    14.5   2 
30/11/2009  11.8   0.8    10.5   0 
01/12/2009  0      1.8    13.5   0 
02/12/2009  0      2.2    19.5  -3 
03/12/2009  0      3      17    -2.5 
04/12/2009  0      2.9    20.5  -4 
05/12/2009  0      2.8    17    -5 
06/12/2009  0      2.6    17.5  -5 
07/12/2009  0      2.8    17.5  -3 
08/12/2009  0      2.3    16.5  -2 
09/12/2009  0      2.8    18.5   0.5 
10/12/2009  0      2.2    21    -1 
11/12/2009  0      2.8    20.5  -2 
12/12/2009  0      2.2    21.5  -3 
13/12/2009  0      2.1    22    -4 
14/12/2009  0      2.5    19    -3 
15/12/2009  0      2.1    22.5  -3 
16/12/2009  0      2.8    23.5  -3.5 
17/12/2009  0      2.8    24.5  -3.5 
18/12/2009  0      2.9    24.5  -5 
19/12/2009  0      5.3    18    -4 
20/12/2009  0      2.8    22    -4.5 
21/12/2009  0      2.4    21.5  -4 
22/12/2009  0      2.1    12.5  -2 
23/12/2009  6.1   Nulo    10.5   1.5 
24/12/2009  0     Nulo    15.5  -7 
25/12/2009  0      2.7    16.5  -6 
26/12/2009  0      2.8    16.5  -3.5 
27/12/2009  0      2.9    16    -3.5 
28/12/2009  14.2   1.8    18    -3 
29/12/2009  4.6    0.9    10.5   0.5 
30/12/2009  0      2.2    16.5   0 
31/12/2009  0      2.9    21.5  -3 
01/01/2010  0     Nulo    22.5  -4 
02/01/2010  0      2.9    22.5  -4 
03/01/2010  0      2.9    24.5  -3 
04/01/2010  0      3.3    25    -5 
05/01/2010  0      2.7    22.5  -5 
06/01/2010  0      2.8    22    -4.5 
07/01/2010  0      2.7    20.5  -4 
08/01/2010  0      2.7    22.5  -3.5 
09/01/2010  0      2.9    22    -4 
10/01/2010  0      2.5    20    -5.5 
11/01/2010  0      2.7    21    -4 
12/01/2010  0      2.7    21.5  -3.5 
13/01/2010  0      2.1    20    -3 
14/01/2010  0      2.2    16.5  -2.5 
15/01/2010  0      2.6    18    -3 
16/01/2010  0      2.2    19.5  -5 
17/01/2010  0      2.3    17.5  -4.5 
18/01/2010  0      2.5    20    -3.5 
19/01/2010  0      2.2    18.5  -3 
20/01/2010  0      2.2    15.5  -1.5 
21/01/2010  1.5    1.9    13.5   6 
22/01/2010  75.5  Nulo    11.5   8 
23/01/2010  3.5   Nulo    8      5 
24/01/2010  0      1.8    16.5  -0.5 
25/01/2010  0      2.7    22.5  -4 
26/01/2010  0      2.2    20.5  -3.5 
27/01/2010  22.5  Nulo    15    -2.5 
28/01/2010  6.9   Nulo    11.5   4 
29/01/2010  0      1.8    17     2 
30/01/2010  0      1.9    15.5   0 
31/01/2010  0      1.2    14.5   0.5 
01/02/2010  0      0.9    16.5  -1.5 
02/02/2010  16.7   0.8    14    -1 
03/02/2010  11.1  Nulo    10     0.5 
04/02/2010  0      1.8    16.5   5 
05/02/2010  0      2.9    20.5  -2 
06/02/2010  0      2.3    18    -2 
07/02/2010  0      1.3    17.5  -2 
08/02/2010  0      2.2    14    -1.5 
09/02/2010  0      2.3    16.5  -2 
10/02/2010  7.5    0.9    13    -1.5 
11/02/2010  0      2      14.5  -3.5 
12/02/2010  0      2.6    21    -3 
13/02/2010  0      2.2    24    -2.5 
14/02/2010  0      2.5    21    -2 
15/02/2010  0      3.1    21    -2 
16/02/2010  0      3.1    22    -2 
17/02/2010  0      2.7    22    -1.5 
18/02/2010  0      3.9    19.5  -1.5 
19/02/2010  0      3.5    19    -2 
20/02/2010  0      3.2    17.5  -3 
21/02/2010  0      3.9    18    -3.5 
22/02/2010  0      2.8    17.5  -4 
23/02/2010  0     Nulo    17    -6 
24/02/2010  0      3.3    18    -8 
25/02/2010  0      2.1    21    -2 
26/02/2010  0      3.9    23.5  -2 
27/02/2010  0      3.1    23.5  -3 
28/02/2010  5      1.9    13.5  -1.5 
01/03/2010  0      2.5    20    -2.5 
02/03/2010  0      3.3    21.5  -2 
03/03/2010  0      3.7    22.5  -1 
04/03/2010  0      3.3    22     0 
05/03/2010  0      3.1    22.5   1.5 
06/03/2010  4      0.5    16     3.5 
07/03/2010  4.2    1.6    17.5   4.5 
08/03/2010  0      3.2    17     4.5 
09/03/2010  0      3.4    18    -3 
10/03/2010  0      3.2    16    -2 
11/03/2010  0      2.2    15    -2.5 
12/03/2010  0      3.2    24.5  -5.5 
13/03/2010  0      3.1    24    -5 
14/03/2010  0      3.8    22    -2.5 
15/03/2010  0      3.8    22    -2 
16/03/2010  0      3.1    24.5  -2 
17/03/2010  0      4.2    26    -2 
18/03/2010  0      3.9    23.5  -1.5 
19/03/2010  0      3.8    20.5  -0.5 
20/03/2010  0      3.8    21    -1 
21/03/2010  0      5.6    27    -3.5 
22/03/2010  0      4.1    23.5  -2.5 
23/03/2010  0      3.1    21     0 
24/03/2010  0      3.7    21.5  -1 
25/03/2010  0      5.7    25.5  -1 
26/03/2010  0      5.1    25    -1 
27/03/2010  0      4.8    24.5  -2 
28/03/2010  0      5.2    27.5  -2 
29/03/2010  0      6.1    28.5  -1.5 
30/03/2010  0      5.4    27.5  -1 
31/03/2010  0      5.2    25.5   0 
01/04/2010  0      4.4    21.5   0.5 
02/04/2010  0      5.5    25.5   1 
03/04/2010  0      4.1    21.5   0 
04/04/2010  0      6.2    27     1 
05/04/2010  0      6.8    27.5   1 
06/04/2010  0      6.3    26     0 
07/04/2010  0      6.8    26.5   0.5 
08/04/2010  0      5.8    27     1 
09/04/2010  0      5.9    25.5   1.5 
10/04/2010  0      5.5    26.5   2.5 
11/04/2010  0      6.1    27     4 
12/04/2010  0      6.8    27     5.5 
13/04/2010  0      6.8    26     2.5 
14/04/2010  0      6.6    26     1 
15/04/2010  0      6.5    28.5   1 
16/04/2010  0      6.5    29     2 
17/04/2010  0      5.8    22.5   5 
18/04/2010  0      6.2    27     5.5 
19/04/2010  0      4.8    23     6.5 
20/04/2010  0      5.7    26.5   7.5 
21/04/2010  0      5.2    23.5   7.5 
22/04/2010  0      3.7    17.5   8 
23/04/2010  0      3.2    15     6 
24/04/2010  0      4.6    22.5  -2 
25/04/2010  0      5.8    26.5  -1.5 
26/04/2010  0      6.1    27.5   0 
27/04/2010  0      5.2    27     4 
28/04/2010  0      6.6    29     4 
29/04/2010  0      5.4    24     4.5 
30/04/2010  3.5    2.2    16     5.5 
01/05/2010  0      2.2    15.5   2.5 
02/05/2010  0      2.8    20.5  -2 
03/05/2010  0      3.4    31    -1.5 
04/05/2010  0      7.9    33.5   0 
05/05/2010  0      8.8    32.5   1.5 
06/05/2010  0      8.2    32     3.5 
07/05/2010  0      8.4    33     3.5 
08/05/2010  0      8.9    33.5   4 
09/05/2010  0      9.2    31     5 
10/05/2010  0      8.1    30.5   8 
11/05/2010  0      8.5    30     4.5 
12/05/2010  0      8.9    27.5   3.5 
13/05/2010  0      8.9    28     2 
14/05/2010  0      7.8    27     2 
15/05/2010  0      7.6    28     1.5 
16/05/2010  0      8.8    30.5   2 
17/05/2010  0      8.7    31     4.5 
18/05/2010  0      9.7    31.5   5 
19/05/2010  0      9.6    31.5   6.5 
20/05/2010  0      9.3    33     6 
21/05/2010  0      10.6   32.5   6 
22/05/2010  0      10.2   33.5   6 
23/05/2010  0      10.4   31     6.5 
24/05/2010  0      9.9    29     5 
25/05/2010  0      8.4    30.5   4 
26/05/2010  0      9      32.5   4 
27/05/2010  0      9.3    33.5   4.5 
28/05/2010  0      10.2   32.5   12 
29/05/2010  0      7.8    33.5   10 
30/05/2010  0      10.1   32     12 
31/05/2010  0      9.5    32.5   11 
01/06/2010  0      10.5   31     10 
02/06/2010  0      9.9    30.5   10 
03/06/2010  0      9.6    32     10.5 
04/06/2010  0      9.9    33.5   11 
05/06/2010  0      10.2   35.5   11 
06/06/2010  0      11.8   35     18 
07/06/2010  0      10.9   36     12 
08/06/2010  0      11.9   32.5   14.5 
09/06/2010  0      9.5    33.5   15.5 
10/06/2010  0      9.4    33     14 
11/06/2010  0      9.3    31.5   14 
12/06/2010  0      8.9    29.5   12 
13/06/2010  0      8.8    33.5   9 
14/06/2010  0      9.6    32.5   12.5 
15/06/2010  0      8.1    34.5   8.5 
16/06/2010  0      10.1   34     9 
17/06/2010  0      10.2   35     10.5 
18/06/2010  0      11.7   34     12.5 
19/06/2010  0      10.2   34.5   14 
20/06/2010  0      10.4   36     14 
21/06/2010  0      11.1   34.5   16 
22/06/2010  0      10.5   34     17 
23/06/2010  0      10.4   37     14 
24/06/2010  0      12     36.5   16 
25/06/2010  15.8   12.6   34.5   15 
26/06/2010  0      10.8   33     14.5 
27/06/2010  0      10.8   34.5   15 
28/06/2010  0      10.3   35.5   13 
29/06/2010  0      11.6   38     13.5 
30/06/2010  0      12.6   38     18 
01/08/2010  0      4.6    31.5   13.5 
02/08/2010  0      5.4    33.5   13.5 
03/08/2010  19.3   6.8    34     15 
04/08/2010  0      6.5    33     15.5 
05/08/2010  11.5   4.8    34.5   17 
06/08/2010  27.5   6      31.5   16 
07/08/2010  0      3      27.5   15.5 
08/08/2010  0      3.2    28.5   15.5 
09/08/2010  0      4.6    31.5   14.5 
10/08/2010  0      4.4    32.5   14.5 
11/08/2010  10.2   3.2    33     16 
12/08/2010  7.7    4      30.5   17 
13/08/2010  8.8    5.2    31     16 
14/08/2010  23.5  Nulo    32.5   16 
15/08/2010  3.2    3.9    28.5   16.5 
16/08/2010  21     4.2    31.5   16 
17/08/2010  14.5   3.6    32     15.5 
18/08/2010  4.5    5      33.5   15 
19/08/2010  17.3  Nulo    29.5   16 
20/08/2010  31.5  Nulo    29.5   17 
21/08/2010  0      3      28.5   17 
22/08/2010  0      3.7    26.5   18 
23/08/2010  13.8   4.8    34.5   15.5 
24/08/2010  24.7   5.8    35.5   16.5 
25/08/2010  2      5.2    33.5   16.5 
26/08/2010  2      3.8    30.5   15.5 
27/08/2010  0      3.8    28.5   15.5 
28/08/2010  0      3.1    28.5   16 
29/08/2010  0      3.7    38.5   16 
30/08/2010  22.5   2.1    29.5   16.5 
31/08/2010  25.6  Nulo    30.5   17 
01/09/2010  0      4.9    32.5   13.5 
02/09/2010  6      3.2    34.5   14 
03/09/2010  2.7    3.3    33.5   15.5 
04/09/2010  0      4.2    30.5   16 
05/09/2010  0      5.1    32     14 
06/09/2010  33.9   2.2    30.5   16 
07/09/2010  46.8  Nulo    29     12.5 
08/09/2010  1.6    2.3    28     13.5 
09/09/2010  0      3.8    26.5   14 
10/09/2010  0      3.6    27.5   14.5 
11/09/2010  16.2   2.9    31     14.5 
12/09/2010  12.8   2.6    30.5   14 
13/09/2010  0      3.6    28.5   15.5 
14/09/2010  0      4.7    30     13.5 
15/09/2010  3.5    3.8    30.5   14 
16/09/2010  2.9    4.4    27.5   14.5 
17/09/2010  2      3.7    26.5   13 
18/09/2010  3      4.9    32.5   12.5 
19/09/2010  0      5.3    32.5   14.5 
20/09/2010  0      4.9    29.5   14.5 
21/09/2010  6      3.2    27.5   16.5 
22/09/2010  0      5.7    31.5   16.5 
23/09/2010  0      3.3    29.5   17 
24/09/2010  17.5   3.2    32.5   16.5 
25/09/2010  16.3   3.1    31     16.5 
26/09/2010  16.5  Nulo    25     12 
27/09/2010  0      3.7    25.5   12 
28/09/2010  0      5.6    32     13.5 
29/09/2010  0      4.3    29.5   12 
30/09/2010  0      5      31.5   9 
01/10/2010  0      5.8    32.5   9.5 
02/10/2010  0      5.3    31.5   11.5 
03/10/2010  0      5.2    30.5   12.5 
04/10/2010  11.5   3.4    27.5   11.5 
05/10/2010  0      3.6    27     8.5 
06/10/2010  0      3.2    28.5   9 
07/10/2010  0      3.2    26.5   9.5 
08/10/2010  0      4.1    28.5   9.5 
09/10/2010  0      3.1    28.5   7.5 
10/10/2010  0      3.8    27.5   6.5 
11/10/2010  0      3.4    27     5.5 
12/10/2010  0      3.2    28.5   5.5 
13/10/2010  0      3.8    29     5.5 
14/10/2010  0      3.4    24.5   9 
15/10/2010  0      3.7    25.5   7 
16/10/2010  0      3.7    25.5   6.5 
17/10/2010  0      4.1    29     5.5 
18/10/2010  0      3.1    23     3 
19/10/2010  0      2.6    22.5   4 
20/10/2010  0      3.8    22.5   8.5 
21/10/2010  0      3.3    21.5   6 
22/10/2010  0      2.8    20.5   4.5 
23/10/2010  0      3.1    23.5   1 
24/10/2010  0      3.2    26.5   1 
25/10/2010  0      3.7    26     2 
26/10/2010  0      2.7    25.5   3.5 
27/10/2010  0      3.2    27.5   2.5 
28/10/2010  0      6.3    31.5   3 
29/10/2010  0      3.2    27.5   4.5 
30/10/2010  0      3.6    28.5   6.5 
31/10/2010  0      3.2    27.5   3 
01/11/2010  0      3.1    27     2 
02/11/2010  0      3.8    29     0.5 
03/11/2010  0      3.8    26     2 
04/11/2010  0      4.9    28.5   6 
05/11/2010  0      3.2    26.5  -2 
06/11/2010  0      3.3    28    -1 
07/11/2010  0      3.7    28.5  -1 
08/11/2010  0      3.4    24.5  -2 
09/11/2010  0      2.8    21    -2 
10/11/2010  0      3.3    21.5  -1.5 
11/11/2010  0      3      22    -1.5 
12/11/2010  0      3.6    23    -2 
13/11/2010  0      3.4    23.5  -3 
14/11/2010  0      2.8    20.5  -2.5 
15/11/2010  0      2.8    18.5  -0.5 
16/11/2010  0      3.8    22.5  -4 
17/11/2010  0      3.4    25.5  -3.5 
18/11/2010  0      3.1    24.5  -2.5 
19/11/2010  0      3.9    24.5  -3 
20/11/2010  0      3.2    23    -2 
21/11/2010  0      3.1    22    -3 
22/11/2010  0      2.6    24     0 
23/11/2010  0      2.8    23    -4 
24/11/2010  0      2.7    22    -3.5 
25/11/2010  0      2.4    18.5  -0.5 
26/11/2010  0      2.3    22.5  -6 
27/11/2010  0      2.4    20.5  -5 
28/11/2010  0      2.3    18    -2.5 
29/11/2010  0     Nulo    16.5  -2 
30/11/2010  0     Nulo    24    -8 
01/12/2010  0     Nulo    26    -10 
02/12/2010  0     Nulo    27    -8.5 
03/12/2010  0     Nulo    26    -6 
04/12/2010  0     Nulo    27.5  -5 
05/12/2010  0     Nulo    25.5  -6 
06/12/2010  0     Nulo    28.5  -4 
07/12/2010  0      3.8    25.5  -1.5 
08/12/2010  0      3.8    27.5  -5 
09/12/2010  0      3      27    -4.5 
10/12/2010  0      3.5    26    -3 
11/12/2010  0      3.4    22    -2.5 
12/12/2010  0      3.3    28    -2 
13/12/2010  0      3.3    29    -1.5 
14/12/2010  0      3.5    27.5  -2 
15/12/2010  0      2.8    22.5  -2 
16/12/2010  0      2.8    19.5  -3 
17/12/2010  0      3.5    19.5  -2.5 
18/12/2010  0      3.7    19    -3.5 
19/12/2010  0      3.4    26.5  -3 
20/12/2010  0      3.7    24    -3 
21/12/2010  0      3.1    23.5  -2.5 
22/12/2010  0      3.2    22.5  -3.5 
23/12/2010  0      3.8    20.5  -1.5 
24/12/2010  0      3.3    24.5  -1 
25/12/2010  0      3.4    23    -5.5 
26/12/2010  0      3.4    21    -5 
27/12/2010  0      2.4    18    -4.5 
28/12/2010  0      3.2    18    -3.5 
29/12/2010  0      2.5    15.5  -3 
30/12/2010  8.6   Nulo    12.5  -2.5 
31/12/2010  0      2.9    11     6 
01/01/2011  0      3      16.5  -3 
02/01/2011  0      2.4    15.5   1 
03/01/2011  0      3.1    18    -3.5 
04/01/2011  0      3.7    18.5  -4.5 
05/01/2011  0      2.9    15    -3.5 
06/01/2011  0      3.2    20.5  -0.5 
07/01/2011  0      3.7    22.5   8.5 
08/01/2011  0     Nulo    14.5  -3 
09/01/2011  0     Nulo    18    -7 
10/01/2011  0      5.9    21    -7 
11/01/2011  0      3.1    20.5  -6 
12/01/2011  0     Nulo    23.5  -5.5 
13/01/2011  0      5.9    26.5  -7 
14/01/2011  0      3.4    24    -6 
15/01/2011  0      2.1    23.5  -5.5 
16/01/2011  0      3.1    23.5  -5 
17/01/2011  0      3.4    26    -4.5 
18/01/2011  0      3.3    26.5  -3 
19/01/2011  0      2.7    19.5  -2.5 
20/01/2011  0      3.6    22    -2 
21/01/2011  0      2.8    22.5  -3 
22/01/2011  0      3.2    22    -3.5 
23/01/2011  0      2.1    20.5  -4 
24/01/2011  0      3      20    -6 
25/01/2011  0      3.4    21.5  -6.5 
26/01/2011  0      2.8    20    -7 
27/01/2011  0      2.9    21    -6.5 
28/01/2011  0      2.1    17.5  -6 
29/01/2011  0      2.7    13.5   2 
30/01/2011  0      2.9    20.5  -3 
31/01/2011  0      2.9    15.5  -3 
01/02/2011  0      2.3    17    -7 
02/02/2011  0     Nulo    14    -6.5 
03/02/2011  0     Nulo    3.5   -13 
04/02/2011  0     Nulo    16    -13 
05/02/2011  0     Nulo    18    -12 
06/02/2011  0     Nulo    20.5  -10 
07/02/2011  0     Nulo    25.5  -7 
08/02/2011  0     Nulo    21.5  -6 
09/02/2011  0     Nulo    22.5  -5 
10/02/2011  0     Nulo    21    -5 
11/02/2011  0     Nulo    23    -5 
12/02/2011  0     Nulo    26.5  -6 
13/02/2011  0      3.5    27    -6 
14/02/2011  0      3.7    27    -5 
15/02/2011  0      3.8    28.5  -2 
16/02/2011  0      3.5    26.5  -3 
17/02/2011  0      3.2    26    -3 
18/02/2011  0      3.8    26.5  -10 
19/02/2011  0      2.7    23.5  -2 
20/02/2011  0      3.4    22    -1 
21/02/2011  0      3.2    21    -2 
22/02/2011  0      3.6    31    -0.5 
23/02/2011  0      3.3    20    -3 
24/02/2011  0      3.9    21    -3.5 
25/02/2011  0      3.4    25.5  -6 
26/02/2011  0      3.1    21.5  -5.5 
27/02/2011  0      3.6    17    -4 
28/02/2011  0      3.7    24.5  -3 
01/03/2011  0      3      27    -2.5 
02/03/2011  0      4.1    29    -2 
03/03/2011  0      3.2    25.5  -1 
04/03/2011  0      4.7    27     0 
05/03/2011  0      3.1    20    -2 
06/03/2011  0      4.8    27    -3.5 
07/03/2011  0      3.5    24    -2.5 
08/03/2011  0      3.2    17.5  -1 
09/03/2011  0      4.1    28.5  -1 
10/03/2011  0      4.2    31    -1 
11/03/2011  0      3.5    27.5   1 
12/03/2011  0      3.6    26     1 
13/03/2011  0      3.9    26.5  -1 
14/03/2011  0      4.7    29    -1.5 
15/03/2011  0      4.5    29    -1 
16/03/2011  0      4.5    29.5   0 
17/03/2011  0      4.4    28.5   0 
18/03/2011  0      4.7    28.5  -1 
19/03/2011  0      4.2    27.5   0.5 
20/03/2011  0      5.9    27    -2 
21/03/2011  0      5      25.5  -2 
22/03/2011  0      4.9    26     4 
23/03/2011  0      6.9    28    -1.5 
24/03/2011  0      6.5    26.5   0 
25/03/2011  0      7.2    26    -1 
26/03/2011  0      6.3    21    -1 
27/03/2011  0      5.1    16.5  -1 
28/03/2011  0      6.9    15.5  -1 
29/03/2011  0      5.8    17     0.5 
30/03/2011  0      5.8    16     0.5 
31/03/2011  0      6.7    30.5   0 
01/04/2011  0      6.1    32.5   2 
02/04/2011  0      6.6    31.5   3.5 
03/04/2011  0      5.1    21     4.5 
04/04/2011  0      5.6    29.5   3.5 
05/04/2011  0      7.1    32.5   3 
06/04/2011  0      6.8    27.5   3.5 
07/04/2011  0      7.8    21     4.5 
08/04/2011  0      5.6    24     3.5 
09/04/2011  0      6.8    23    -0.5 
10/04/2011  0      6.2    26     0 
11/04/2011  0      8.3    30.5  -2 
12/04/2011  0      7.7    26     3.5 
13/04/2011  0      7.8    26     0.5 
14/04/2011  0      5      28    -1 
15/04/2011  0      8.6    33     0.5 
16/04/2011  0      8.2    32.5   3.5 
17/04/2011  0      7.9    29     3.5 
18/04/2011  0      7.7    29     3.5 
19/04/2011  0      7.4    29.5   2 
20/04/2011  0      8.2    30     3 
21/04/2011  0      8.5    30.5   3 
22/04/2011  0      8.3    30.5   3.5 
23/04/2011  0      7.4    28.5   3 
24/04/2011  0      8.1    27.5   6.5 
25/04/2011  0      8.8    27.5   6 
26/04/2011  0      8.3    29.5   4.5 
27/04/2011  0      8.5    31     4.5 
28/04/2011  0      9.7    34     5 
29/04/2011  0      9.2    32     4.5 
30/04/2011  0      7.2    28.5   7 
01/05/2011  0      8      26.5   2.5 
02/05/2011  0      7.3    31    -2.5 
03/05/2011  0      9.2    32.5   1.5 
04/05/2011  0      6      18.5   4 
05/05/2011  0      7.8    17.5   7 
06/05/2011  0      7.7    20     4 
07/05/2011  0      9.1    27.5   2 
08/05/2011  0      8.5    20     3 
09/05/2011  0      9.8    18.5   6 
10/05/2011  0      9.3    17.5   11.5 
11/05/2011  0      6.8    20     3 
12/05/2011  0      7.2    22     1 
13/05/2011  0      7.8    18.5   2 
14/05/2011  0      9.5    31.5   4.5 
15/05/2011  0      6      22.5   4 
16/05/2011  0      8.3    29.5   2.5 
17/05/2011  0      8.1    18.5   3 
18/05/2011  0      7.7    26.5   4 
19/05/2011  0      7.7    23.5   8.5 
20/05/2011  0      7.3    27     6 
21/05/2011  0      6.1    30.5   3.5 
22/05/2011  0      9.7    31.5   4.5 
23/05/2011  0      9.8    30     6 
24/05/2011  0      9.7    31.5   5 
25/05/2011  0      10.9   34.5   4 
26/05/2011  0      11.7   36     4.5 
27/05/2011  0      10.9   34.5   5 
28/05/2011  0      11.8   34     6 
29/05/2011  0      10.3   31.5   9.5 
30/05/2011  0      10.6   31.5   10.5 
31/05/2011  0      11.6   36.5   8 
01/06/2011  0      12.9   35.5   11.5 
02/06/2011  0      11.4   34.5   12.5 
03/06/2011  0      9.8    32.5   12 
04/06/2011  0      8.7    35.5   9 
05/06/2011  0      11.8   37.5   9.5 
06/06/2011  0      10.7   35.5   10 
07/06/2011  0      9.8    34.5   11 
08/06/2011  0      9.5    33.5   9.5 
09/06/2011  0      9.8    33     8.5 
10/06/2011  0      9.3    33.5   7 
11/06/2011  0      9.5    34     7.5 
12/06/2011  0      11.4   35.5   12 
13/06/2011  0      11.4   36.5   11 
14/06/2011  0      11.1   36.5   10.5 
15/06/2011  0      11.1   36     12 
16/06/2011  0      11.8   35     11.5 
17/06/2011  0      11.3   36     12 
18/06/2011  0      12.2   38     13.5 
19/06/2011  0      9.9    34.5   14 
20/06/2011  0      9.7    33.5   12.5 
21/06/2011  0      9.9    35     12 
22/06/2011  0      9.5    33.5   14.5 
23/06/2011  0      9.3    32.5   16 
24/06/2011  0      9.7    34.5   16.5 
25/06/2011  0      10.4   35.5   16.5 
26/06/2011  0      10.6   37.5   16 
27/06/2011  0      8.3    35.5   16 
28/06/2011  0      11.4   34.5   17 
29/06/2011  31     9.5    35.5   16 
30/06/2011  4.3    8.1    36     15.5 
01/07/2011  7.5    8.9    37.5   14.5 
02/07/2011  14     4.1    31.5   17.5 
03/07/2011  18     4.7    27.5   16.5 
04/07/2011  13.2  Nulo    28.5   17 
05/07/2011  3.5    5.4    30.5   15 
06/07/2011  4.5    3.6    30.5   15 
07/07/2011  0      5.2    32.5   14 
08/07/2011  6.3    5.2    32     14 
09/07/2011  0      7.4    35.5   15.5 
10/07/2011  34.8   3.8    30     16 
11/07/2011  1.9    3.1    27.5   16 
12/07/2011  0      5.3    30     14.5 
13/07/2011  12.3   6      30     16 
14/07/2011  0      6.7    29.5   14.5 
15/07/2011  0      7.6    30.5   14.5 
16/07/2011  1.5    6      33.5   15.5 
17/07/2011  4.7    5.5    30.5   15.5 
18/07/2011  14.5   4.8    32.5   14.5 
19/07/2011  3      5.6    32     15 
20/07/2011  15     4.4    28.5   17 
21/07/2011  8.5    3.4    29.5   16.5 
22/07/2011  10.3   3.4    27.5   17 
23/07/2011  38.5  Nulo    24.5   16.5 
24/07/2011  0      4.9    30     16 
25/07/2011  0      5.3    31     15.5 
26/07/2011  0      4.4    28     15 
27/07/2011  1.5    3.4    29.5   15.5 
28/07/2011  20.1   3.6    30.5   18.5 
29/07/2011  12     3.4    30.5   16.5 
30/07/2011  0      4.5    30.5   16 
31/07/2011  0     Nulo    31.5   15 
