FECHA PRECIP  EVAP   TMAX   TMIN
27/12/1991  0     Nulo    5     -2 
28/12/1991  0     Nulo    6     -2 
29/12/1991  0     Nulo    6     -1 
30/12/1991  0     Nulo    6     -1 
31/12/1991  0     Nulo    6     -2 
01/01/1992  0     Nulo    6     -2 
02/01/1992  2     Nulo    8     -2 
03/01/1992  3     Nulo    8     -1 
04/01/1992  2     Nulo    9      2 
05/01/1992  1     Nulo    9      1 
06/01/1992  0     Nulo    6      2 
07/01/1992  0     Nulo    6     -2 
08/01/1992  0     Nulo    8     -2 
09/01/1992  1.5   Nulo    10    -1 
10/01/1992  2     Nulo    10    -2 
11/01/1992  0     Nulo    8      2 
12/01/1992  0     Nulo    6     -2 
13/01/1992  0     Nulo    6     -2 
14/01/1992  0     Nulo    5     -2 
15/01/1992  0     Nulo    8     -3 
16/01/1992  0     Nulo    6     -1 
17/01/1992  0     Nulo    6     -2 
18/01/1992  0     Nulo    8     -2 
19/01/1992  0     Nulo    6     -1 
20/01/1992  0     Nulo    6     -2 
21/01/1992  0     Nulo    8     -2 
22/01/1992  0     Nulo    9     -1 
23/01/1992  1     Nulo    9      2 
24/01/1992  2     Nulo    9      2 
25/01/1992  0     Nulo    6      3 
26/01/1992  0     Nulo    6     -2 
27/01/1992  0     Nulo    7     -2 
28/01/1992  0     Nulo    6     -2 
29/01/1992  0     Nulo    6     -2 
30/01/1992  0     Nulo    8     -2 
31/01/1992  0     Nulo    9     -1 
01/02/1992  0     Nulo    6     -2 
02/02/1992  1     Nulo    8     -2 
03/02/1992  2     Nulo    8     -1 
04/02/1992  3     Nulo    8     -1 
05/02/1992  3     Nulo    8      1 
06/02/1992  2     Nulo    8      1 
07/02/1992  0     Nulo    6      1 
08/02/1992  0     Nulo    8      2 
09/02/1992  0     Nulo    15    -1 
10/02/1992  0     Nulo    10     5 
11/02/1992  0     Nulo    13     1 
12/02/1992  1     Nulo    16     4 
13/02/1992  2.5   Nulo    16     7 
14/02/1992  0.5   Nulo    12     7 
15/02/1992  0     Nulo    12     4 
16/02/1992  0     Nulo    8      4 
17/02/1992  0     Nulo    6     -2 
18/02/1992  0     Nulo    7     -3 
19/02/1992  0     Nulo    8     -2 
20/02/1992  0     Nulo    8     -1 
21/02/1992  0     Nulo    7      0 
22/02/1992  0     Nulo    8      0 
23/02/1992  0     Nulo    11     1 
24/02/1992  0     Nulo    7      3 
25/02/1992  1     Nulo    8     -1 
26/02/1992  0     Nulo    10    -2 
27/02/1992  0     Nulo    8      2 
28/02/1992  0     Nulo    8     -2 
29/02/1992  0     Nulo    17    -1 
01/04/1992  0     Nulo    15     8 
02/04/1992  0     Nulo    14     5 
03/04/1992  0     Nulo    12     5 
04/04/1992  0     Nulo    14     4 
05/04/1992  0     Nulo    14     5 
06/04/1992  0     Nulo    14     5 
07/04/1992  0     Nulo    16     5 
08/04/1992  0     Nulo    16     7 
09/04/1992  0     Nulo    16     6 
10/04/1992  0     Nulo    16     5 
11/04/1992  0     Nulo    16     6 
12/04/1992  0     Nulo    17     6 
13/04/1992  0     Nulo    17     8 
14/04/1992  0     Nulo    19     9 
15/04/1992  0     Nulo    20     10 
16/04/1992  0     Nulo    18     12 
17/04/1992  0     Nulo    19     10 
18/04/1992  0     Nulo    19     10 
19/04/1992  0     Nulo    15     10 
20/04/1992  0     Nulo    17     6 
21/04/1992  0     Nulo    17     9 
22/04/1992  0     Nulo    16     9 
23/04/1992  0     Nulo    17     8 
24/04/1992  1     Nulo    18     9 
25/04/1992  1     Nulo    19     9 
26/04/1992  0.5   Nulo    20     10 
27/04/1992  0     Nulo    21     12 
28/04/1992  1.5   Nulo    20     12 
29/04/1992  0.8   Nulo    21     12 
30/04/1992  0     Nulo    21     13 
01/05/1992  1.1   Nulo    24     13 
02/05/1992  0.6   Nulo    22     16 
03/05/1992  1     Nulo    21     15 
04/05/1992  0.7   Nulo    22     12 
05/05/1992  0.5   Nulo    21     14 
06/05/1992  1.1   Nulo    17     12 
07/05/1992  0.8   Nulo    18     7 
08/05/1992  0.8   Nulo    18     10 
09/05/1992  0.8   Nulo    18     10 
10/05/1992  0.8   Nulo    18     10 
11/05/1992  1.1   Nulo    18     10 
12/05/1992  0.9   Nulo    21     10 
13/05/1992  0.8   Nulo    21     12 
14/05/1992  0.7   Nulo    20     12 
15/05/1992  1.2   Nulo    19     12 
16/05/1992  1     Nulo    23     11 
17/05/1992  0.8   Nulo    20     15 
18/05/1992  0.8   Nulo    19     11 
19/05/1992  1.1   Nulo    18     10 
20/05/1992  0.9   Nulo    21     10 
21/05/1992  0.6   Nulo    21     12 
22/05/1992  1.1   Nulo    18     12 
23/05/1992  0.7   Nulo    20     9 
24/05/1992  0.9   Nulo    18     11 
25/05/1992  1     Nulo    19     10 
26/05/1992  0.8   Nulo    20     10 
27/05/1992  1.1   Nulo    19     11 
28/05/1992  1     Nulo    21     10 
29/05/1992  0.9   Nulo    22     12 
30/05/1992  0.7   Nulo    22     13 
31/05/1992  0     Nulo    21     14 
01/06/1992  0.8   Nulo    22     13 
02/06/1992  0.9   Nulo    21     13 
03/06/1992  0.8   Nulo    22     13 
04/06/1992  0.7   Nulo    20     14 
05/06/1992  1     Nulo    21     14 
06/06/1992  0.8   Nulo    22     12 
07/06/1992  0.7   Nulo    22     14 
08/06/1992  0.9   Nulo    21     14 
09/06/1992  0.8   Nulo    22     13 
10/06/1992  0.8   Nulo    22     14 
11/06/1992  0.7   Nulo    22     14 
12/06/1992  1     Nulo    21     14 
13/06/1992  0.8   Nulo    22     12 
14/06/1992  0.7   Nulo    22     14 
15/06/1992  0.8   Nulo    21     14 
16/06/1992  0.9   Nulo    21     13 
17/06/1992  0.8   Nulo    22     13 
18/06/1992  0.9   Nulo    22     14 
19/06/1992  0.7   Nulo    23     14 
20/06/1992  0.7   Nulo    23     16 
21/06/1992  0.7   Nulo    23     16 
22/06/1992  0.4   Nulo    23     16 
23/06/1992  0.9   Nulo    20     16 
24/06/1992  0.8   Nulo    22     13 
25/06/1992  0.8   Nulo    22     14 
26/06/1992  0.7   Nulo    23     15 
27/06/1992  0.9   Nulo    23     16 
28/06/1992  0.4   Nulo    25     16 
29/06/1992  0.8   Nulo    24     20 
30/06/1992  0     Nulo    24     16 
01/07/1992  0.7   Nulo    24     16 
02/07/1992  0.6   Nulo    24     17 
03/07/1992  0.7   Nulo    22     16 
04/07/1992  0.9   Nulo    22     15 
05/07/1992  0.9   Nulo    24     15 
06/07/1992  0.3   Nulo    25     16 
07/07/1992  0.3   Nulo    23     20 
08/07/1992  1.1   Nulo    20     17 
09/07/1992  0.4   Nulo    24     13 
10/07/1992  0.8   Nulo    20     16 
11/07/1992  0.5   Nulo    21     13 
12/07/1992  0.8   Nulo    20     15 
13/07/1992  0.8   Nulo    22     14 
14/07/1992  0.7   Nulo    23     15 
15/07/1992  0.7   Nulo    23     16 
16/07/1992  0.9   Nulo    24     17 
17/07/1992  0.5   Nulo    25     16 
18/07/1992  0.9   Nulo    22     17 
19/07/1992  0.5   Nulo    23     14 
20/07/1992  0.8   Nulo    22     17 
21/07/1992  0.6   Nulo    23     15 
22/07/1992  0.6   Nulo    23     17 
23/07/1992  0.5   Nulo    23     17 
24/07/1992  0.6   Nulo    22     17 
25/07/1992  0.9   Nulo    22     16 
26/07/1992  0.7   Nulo    24     15 
27/07/1992  0.7   Nulo    24     17 
28/07/1992  0.5   Nulo    24     17 
29/07/1992  1     Nulo    22     17 
30/07/1992  0.6   Nulo    24     14 
31/07/1992  0     Nulo    23     17 
01/08/1992  0.7   Nulo    23     16 
02/08/1992  0.7   Nulo    23     17 
03/08/1992  0.6   Nulo    24     17 
04/08/1992  0.5   Nulo    23     17 
05/08/1992  0.6   Nulo    22     17 
06/08/1992  0.5   Nulo    23     16 
07/08/1992  0.7   Nulo    22     17 
08/08/1992  0.7   Nulo    23     16 
09/08/1992  0.5   Nulo    24     17 
10/08/1992  0.8   Nulo    22     17 
11/08/1992  0.6   Nulo    24     16 
12/08/1992  0.8   Nulo    23     17 
13/08/1992  0.5   Nulo    24     16 
14/08/1992  0.7   Nulo    22     17 
15/08/1992  0.4   Nulo    22     15 
16/08/1992  0.9   Nulo    20     16 
17/08/1992  0.6   Nulo    23     14 
18/08/1992  0.6   Nulo    23     17 
19/08/1992  0.6   Nulo    23     17 
20/08/1992  0.6   Nulo    22     16 
21/08/1992  0.7   Nulo    22     16 
22/08/1992  0.6   Nulo    23     16 
23/08/1992  0.2   Nulo    23     17 
24/08/1992  0.9   Nulo    20     17 
25/08/1992  0.6   Nulo    22     13 
26/08/1992  0.6   Nulo    22     16 
27/08/1992  0.4   Nulo    22     16 
28/08/1992  0.7   Nulo    20     16 
29/08/1992  0.6   Nulo    21     14 
30/08/1992  0.7   Nulo    21     15 
31/08/1992  0     Nulo    22     15 
01/09/1992  0.6   Nulo    21     15 
02/09/1992  0.6   Nulo    21     15 
03/09/1992  0.7   Nulo    22     15 
04/09/1992  0.7   Nulo    23     16 
05/09/1992  0.6   Nulo    23     17 
06/09/1992  0.5   Nulo    22     17 
07/09/1992  0.6   Nulo    22     16 
08/09/1992  0.6   Nulo    22     16 
09/09/1992  0.4   Nulo    20     16 
10/09/1992  0.6   Nulo    20     14 
11/09/1992  0.7   Nulo    20     14 
12/09/1992  0.6   Nulo    20     13 
13/09/1992  0.8   Nulo    20     14 
14/09/1992  0.8   Nulo    22     14 
15/09/1992  0.6   Nulo    23     15 
16/09/1992  0.6   Nulo    23     17 
17/09/1992  0.5   Nulo    23     17 
18/09/1992  0.5   Nulo    22     17 
19/09/1992  0.7   Nulo    21     16 
20/09/1992  0.4   Nulo    22     15 
21/09/1992  0.4   Nulo    20     16 
22/09/1992  0.6   Nulo    18     14 
23/09/1992  0.6   Nulo    18     12 
24/09/1992  0.4   Nulo    18     12 
25/09/1992  0.8   Nulo    16     12 
26/09/1992  0.4   Nulo    18     10 
27/09/1992  0.7   Nulo    16     12 
28/09/1992  0.2   Nulo    17     10 
29/09/1992  0     Nulo    14     11 
30/09/1992  0     Nulo   Nulo    7 
01/10/1992  0.9   Nulo    14     5 
02/10/1992  0.7   Nulo    14     7 
03/10/1992  0.7   Nulo    15     7 
04/10/1992  0.6   Nulo    15     8 
05/10/1992  0.7   Nulo    14     8 
06/10/1992  0.6   Nulo    14     7 
07/10/1992  0.6   Nulo    14     8 
08/10/1992  0.8   Nulo    14     8 
09/10/1992  0.6   Nulo    16     8 
10/10/1992  0.6   Nulo    15     9 
11/10/1992  0.6   Nulo    15     9 
12/10/1992  0.8   Nulo    15     9 
13/10/1992  0.6   Nulo    16     8 
14/10/1992  0.6   Nulo    15     9 
15/10/1992  0.6   Nulo    16     8 
16/10/1992  0.4   Nulo    16     10 
17/10/1992  0.7   Nulo    14     10 
18/10/1992  0.6   Nulo    15     8 
19/10/1992  0.5   Nulo    15     9 
20/10/1992  0.6   Nulo    14     9 
21/10/1992  0.7   Nulo    14     9 
22/10/1992  0.8   Nulo    15     8 
23/10/1992  0.4   Nulo    16     8 
24/10/1992  0.3   Nulo    15     11 
25/10/1992  0.6   Nulo    12     9 
26/10/1992  1.1   Nulo    12     6 
27/10/1992  0.8   Nulo    17     6 
28/10/1992  0.2   Nulo    18     10 
29/10/1992  0.9   Nulo    15     12 
30/10/1992  0.5   Nulo    17     8 
31/10/1992  0     Nulo    15     10 
01/11/1992  0     Nulo    15     9 
02/11/1992  0     Nulo    12     8 
03/11/1992  0     Nulo    10     3 
04/11/1992  0     Nulo    9      4 
05/11/1992  0     Nulo    7      3 
06/11/1992  0     Nulo    6     -4 
07/11/1992  0     Nulo    9      0 
08/11/1992  0     Nulo    7     -1 
09/11/1992  0     Nulo    7     -2 
10/11/1992  0     Nulo    6     -2 
11/11/1992  0     Nulo    6     -4 
12/11/1992  0     Nulo    8     -4 
13/11/1992  0     Nulo    7     -2 
14/11/1992  0     Nulo    8     -2 
15/11/1992  0     Nulo    9     -4 
16/11/1992  2     Nulo    8     -1 
17/11/1992  0     Nulo    13    -2 
18/11/1992  0     Nulo    11     6 
19/11/1992  0     Nulo    5     -3 
20/11/1992  0     Nulo    7     -3 
21/11/1992  0     Nulo    6     -2 
22/11/1992  0     Nulo    7     -2 
23/11/1992  0     Nulo    10    -2 
24/11/1992  0     Nulo    6      2 
25/11/1992  0     Nulo    4     -4 
26/11/1992  0     Nulo    4     -4 
27/11/1992  0     Nulo    4     -4 
28/11/1992  0     Nulo    4     -6 
29/11/1992  0     Nulo    3     -6 
30/11/1992  0     Nulo    5     -6 
01/12/1992  0     Nulo    4     -2 
02/12/1992  0     Nulo    9     -3 
03/12/1992  0.1   Nulo    14     3 
04/12/1992  2     Nulo    14     6 
05/12/1992  0     Nulo    12     6 
06/12/1992  0     Nulo    14     5 
07/12/1992  0     Nulo    10     6 
08/12/1992  0     Nulo    5      4 
09/12/1992  0     Nulo    3     -6 
10/12/1992  0     Nulo    4     -6 
11/12/1992  0     Nulo    12    -5 
12/12/1992  0.5   Nulo    8      4 
13/12/1992  0     Nulo    4      0 
14/12/1992  0     Nulo    2     -6 
15/12/1992  0     Nulo    0     -7 
16/12/1992  0     Nulo    0     -6 
17/12/1992  0     Nulo    12    -6 
18/12/1992  0     Nulo    12     4 
19/12/1992  0     Nulo    10     4 
20/12/1992  1.8   Nulo    12     2 
21/12/1992  0     Nulo    10     4 
22/12/1992  0     Nulo    8      2 
23/12/1992  0     Nulo    8      0 
24/12/1992  0     Nulo    8      0 
25/12/1992  0     Nulo    6      0 
26/12/1992  1.5   Nulo    8      3 
27/12/1992  1.5   Nulo    7      0 
28/12/1992  0     Nulo    8     -1 
29/12/1992  0     Nulo    8     -2 
30/12/1992  0     Nulo    6     -2 
31/12/1992  0     Nulo   Nulo   -2 
01/01/1993  1.6   Nulo    12     4 
02/01/1993  0.4   Nulo    10     4 
03/01/1993  1.6   Nulo    12     2 
04/01/1993  0     Nulo    10     4 
05/01/1993  0.5   Nulo    12     2 
06/01/1993  0.1   Nulo    8      4 
07/01/1993  0     Nulo    7      0 
08/01/1993  0     Nulo    10     0 
09/01/1993  0     Nulo    7      2 
10/01/1993  0     Nulo    7      1 
11/01/1993  0     Nulo    8      0 
12/01/1993  0     Nulo    7      0 
13/01/1993  0     Nulo    10     0 
14/01/1993  0     Nulo    7      2 
15/01/1993  0     Nulo    7      0 
16/01/1993  0     Nulo    10     0 
17/01/1993  2.5   Nulo    12     2 
18/01/1993  0     Nulo    12     4 
19/01/1993  0     Nulo    8      2 
20/01/1993  0     Nulo    2     -6 
21/01/1993  0     Nulo    7     -6 
22/01/1993  0     Nulo    7     -3 
23/01/1993  0     Nulo    8     -2 
24/01/1993  0     Nulo    7     -3 
25/01/1993  0     Nulo    8     -4 
26/01/1993  0     Nulo    10    -2 
27/01/1993  0     Nulo    10    -2 
28/01/1993  0     Nulo    6     -2 
29/01/1993  0     Nulo    5     -4 
30/01/1993  0     Nulo    5     -4 
31/01/1993  0     Nulo   Nulo   -4 
01/03/1993  0     Nulo    4     -3 
02/03/1993  0     Nulo    5     -5 
03/03/1993  0     Nulo    6     -4 
04/03/1993  0     Nulo    6     -4 
05/03/1993  0     Nulo    6     -3 
06/03/1993  0     Nulo    6     -2 
07/03/1993  0     Nulo    7     -2 
08/03/1993  0     Nulo    9      0 
09/03/1993  0     Nulo    6      2 
10/03/1993  0     Nulo    6      2 
11/03/1993  0     Nulo    6      2 
12/03/1993  0     Nulo    10     0 
13/03/1993  0     Nulo    10     2 
14/03/1993  0     Nulo    9      2 
15/03/1993  0     Nulo    8      1 
16/03/1993  0     Nulo    8      0 
17/03/1993  0     Nulo    10     2 
18/03/1993  0     Nulo    10     2 
19/03/1993  0     Nulo    9      2 
20/03/1993  0     Nulo    12     1 
21/03/1993  0     Nulo    12     2 
22/03/1993  0     Nulo    12     2 
23/03/1993  0     Nulo    10     3 
24/03/1993  0     Nulo    10     3 
25/03/1993  0     Nulo    12     3 
26/03/1993  0     Nulo    10     4 
27/03/1993  0     Nulo    8      2 
28/03/1993  0     Nulo    9      0 
29/03/1993  0     Nulo    7      1 
30/03/1993  0     Nulo    7      0 
31/03/1993  0     Nulo   Nulo    0 
01/04/1993  0     Nulo    10     2 
02/04/1993  0     Nulo    10     0 
03/04/1993  0     Nulo    10     2 
04/04/1993  0     Nulo    12     2 
05/04/1993  0     Nulo    12     4 
06/04/1993  0     Nulo    10     4 
07/04/1993  0     Nulo    10     2 
08/04/1993  0     Nulo    12     2 
09/04/1993  0     Nulo    12     4 
10/04/1993  0     Nulo    12     4 
11/04/1993  0     Nulo    12     4 
12/04/1993  0     Nulo    14     4 
13/04/1993  0     Nulo    10     6 
14/04/1993  0     Nulo    8      2 
15/04/1993  0     Nulo    10     0 
16/04/1993  0     Nulo    10     2 
17/04/1993  0     Nulo    12     3 
18/04/1993  0     Nulo    12     5 
19/04/1993  0     Nulo    12     5 
20/04/1993  0     Nulo    13     6 
21/04/1993  0     Nulo    16     7 
22/04/1993  0     Nulo    18     8 
23/04/1993  0     Nulo    17     10 
24/04/1993  0     Nulo    16     9 
25/04/1993  0     Nulo    14     8 
26/04/1993  0     Nulo    15     8 
27/04/1993  0     Nulo    15     5 
28/04/1993  0     Nulo    15     5 
29/04/1993  0     Nulo    15     7 
30/04/1993  0     Nulo   Nulo    8 
01/09/1993  0     Nulo    24     17 
02/09/1993  3     Nulo    21     16 
03/09/1993  0.5   Nulo    22     16 
04/09/1993  0     Nulo    20     17 
05/09/1993  0     Nulo    21     16 
06/09/1993  0     Nulo    21     17 
07/09/1993  0     Nulo    22     17 
08/09/1993  0.3   Nulo    22     18 
09/09/1993  0     Nulo    20     18 
10/09/1993  2.5   Nulo    20     16 
11/09/1993  0     Nulo    21     16 
12/09/1993  0     Nulo    19     17 
13/09/1993  0     Nulo    18     15 
14/09/1993  0     Nulo    18     14 
15/09/1993  0     Nulo    18     14 
16/09/1993  0     Nulo    18     14 
17/09/1993  0     Nulo    16     14 
18/09/1993  0     Nulo    15     11 
19/09/1993  0     Nulo    15     10 
20/09/1993  0     Nulo    18     10 
21/09/1993  0     Nulo    20     10 
22/09/1993  2     Nulo    22     13 
23/09/1993  0.1   Nulo    22     15 
24/09/1993  1.5   Nulo    22     15 
25/09/1993  0     Nulo    22     15 
26/09/1993  0     Nulo    22     15 
27/09/1993  0     Nulo    20     15 
28/09/1993  0     Nulo    19     14 
29/09/1993  0.2   Nulo    18     11 
30/09/1993  0     Nulo   Nulo    11 
01/10/1993  0.2   Nulo    17     11 
02/10/1993  0     Nulo    18     10 
03/10/1993  0     Nulo    17     11 
04/10/1993  0.5   Nulo    17     10 
05/10/1993  0.2   Nulo    20     10 
06/10/1993  0.5   Nulo    20     12 
07/10/1993  0     Nulo    18     12 
08/10/1993  0     Nulo    18     11 
09/10/1993  0     Nulo    18     10 
10/10/1993  0     Nulo    18     10 
11/10/1993  0     Nulo    17     10 
12/10/1993  0     Nulo    16     9 
13/10/1993  0     Nulo    16     9 
14/10/1993  0     Nulo    15     9 
15/10/1993  0     Nulo    16     5 
16/10/1993  0     Nulo    17     6 
17/10/1993  0     Nulo    18     7 
18/10/1993  0     Nulo    15     9 
19/10/1993  0     Nulo    12     8 
20/10/1993  0     Nulo    10     2 
21/10/1993  0     Nulo    9      0 
22/10/1993  0     Nulo    9     -0.1 
23/10/1993  0     Nulo    12    -0.1 
24/10/1993  0     Nulo    12     4 
25/10/1993  0     Nulo    9      4 
26/10/1993  0     Nulo    12    -1 
27/10/1993  1.4   Nulo    15     2 
28/10/1993  3.4   Nulo    10     4 
29/10/1993  0     Nulo    12     2 
30/10/1993  2     Nulo    12     0 
31/10/1993  0     Nulo   Nulo    0 
01/05/1994  0     Nulo   Nulo   Nulo
02/05/1994  0     Nulo   Nulo   Nulo
03/05/1994  0     Nulo   Nulo   Nulo
04/05/1994  0     Nulo   Nulo   Nulo
05/05/1994  0     Nulo   Nulo   Nulo
06/05/1994  0     Nulo   Nulo   Nulo
07/05/1994  1     Nulo   Nulo   Nulo
08/05/1994  0     Nulo   Nulo   Nulo
09/05/1994  0     Nulo   Nulo   Nulo
10/05/1994  0     Nulo   Nulo   Nulo
11/05/1994  0     Nulo   Nulo   Nulo
12/05/1994  0     Nulo   Nulo   Nulo
13/05/1994  0     Nulo   Nulo   Nulo
14/05/1994  0     Nulo   Nulo   Nulo
15/05/1994  0     Nulo   Nulo   Nulo
16/05/1994  0     Nulo   Nulo   Nulo
17/05/1994  0     Nulo   Nulo   Nulo
18/05/1994  0     Nulo   Nulo   Nulo
19/05/1994  0     Nulo   Nulo   Nulo
20/05/1994  0     Nulo   Nulo   Nulo
21/05/1994  0     Nulo   Nulo   Nulo
22/05/1994  0     Nulo   Nulo   Nulo
23/05/1994  0     Nulo   Nulo   Nulo
24/05/1994  0     Nulo   Nulo   Nulo
25/05/1994  0     Nulo   Nulo   Nulo
26/05/1994  0     Nulo   Nulo   Nulo
27/05/1994  0     Nulo   Nulo   Nulo
28/05/1994  0     Nulo   Nulo   Nulo
29/05/1994  0     Nulo   Nulo   Nulo
30/05/1994  0     Nulo   Nulo   Nulo
31/05/1994  0     Nulo   Nulo   Nulo
01/06/1994  0     Nulo   Nulo   Nulo
02/06/1994  0     Nulo   Nulo   Nulo
03/06/1994  0     Nulo   Nulo   Nulo
04/06/1994  0     Nulo   Nulo   Nulo
05/06/1994  0     Nulo   Nulo   Nulo
06/06/1994  0     Nulo   Nulo   Nulo
07/06/1994  0     Nulo   Nulo   Nulo
08/06/1994  0     Nulo   Nulo   Nulo
09/06/1994  0     Nulo   Nulo   Nulo
10/06/1994  0     Nulo   Nulo   Nulo
11/06/1994  0     Nulo   Nulo   Nulo
12/06/1994  0     Nulo   Nulo   Nulo
13/06/1994  0     Nulo   Nulo   Nulo
14/06/1994  0     Nulo   Nulo   Nulo
15/06/1994  0     Nulo   Nulo   Nulo
16/06/1994  0     Nulo   Nulo   Nulo
17/06/1994  0     Nulo   Nulo   Nulo
18/06/1994  0     Nulo   Nulo   Nulo
19/06/1994  0     Nulo   Nulo   Nulo
20/06/1994  0     Nulo   Nulo   Nulo
21/06/1994  0     Nulo   Nulo   Nulo
22/06/1994  0     Nulo   Nulo   Nulo
23/06/1994  0     Nulo   Nulo   Nulo
24/06/1994  0     Nulo   Nulo   Nulo
25/06/1994  0     Nulo   Nulo   Nulo
26/06/1994  0     Nulo   Nulo   Nulo
27/06/1994  0     Nulo   Nulo   Nulo
28/06/1994  0     Nulo   Nulo   Nulo
29/06/1994  0     Nulo   Nulo   Nulo
30/06/1994  0     Nulo   Nulo   Nulo
01/07/1994  0     Nulo   Nulo   Nulo
02/07/1994  0     Nulo   Nulo   Nulo
03/07/1994  0     Nulo   Nulo   Nulo
04/07/1994  17.5  Nulo   Nulo   Nulo
05/07/1994  14.5  Nulo   Nulo   Nulo
06/07/1994  0     Nulo   Nulo   Nulo
07/07/1994  0     Nulo   Nulo   Nulo
08/07/1994  8     Nulo   Nulo   Nulo
09/07/1994  0     Nulo   Nulo   Nulo
10/07/1994  5     Nulo   Nulo   Nulo
11/07/1994  6     Nulo   Nulo   Nulo
12/07/1994  3     Nulo   Nulo   Nulo
13/07/1994  0     Nulo   Nulo   Nulo
14/07/1994  0     Nulo   Nulo   Nulo
15/07/1994  0     Nulo   Nulo   Nulo
16/07/1994  9     Nulo   Nulo   Nulo
17/07/1994  6.5   Nulo   Nulo   Nulo
18/07/1994  0     Nulo   Nulo   Nulo
19/07/1994  3.3   Nulo   Nulo   Nulo
20/07/1994  17.5  Nulo   Nulo   Nulo
21/07/1994  9.7   Nulo   Nulo   Nulo
22/07/1994  0     Nulo   Nulo   Nulo
23/07/1994  5     Nulo   Nulo   Nulo
24/07/1994  6     Nulo   Nulo   Nulo
25/07/1994  5     Nulo   Nulo   Nulo
26/07/1994  6     Nulo   Nulo   Nulo
27/07/1994  0     Nulo   Nulo   Nulo
28/07/1994  10    Nulo   Nulo   Nulo
29/07/1994  0     Nulo   Nulo   Nulo
30/07/1994  0     Nulo   Nulo   Nulo
31/07/1994  0     Nulo   Nulo   Nulo
01/01/1995  0     Nulo   Nulo   Nulo
02/01/1995  0     Nulo   Nulo   Nulo
03/01/1995  0     Nulo   Nulo   Nulo
04/01/1995  0     Nulo   Nulo   Nulo
05/01/1995  0     Nulo   Nulo   Nulo
06/01/1995  0     Nulo   Nulo   Nulo
07/01/1995  0     Nulo   Nulo   Nulo
08/01/1995  0     Nulo   Nulo   Nulo
09/01/1995  0     Nulo   Nulo   Nulo
10/01/1995  0     Nulo   Nulo   Nulo
11/01/1995  0     Nulo   Nulo   Nulo
12/01/1995  0     Nulo   Nulo   Nulo
13/01/1995  0     Nulo   Nulo   Nulo
14/01/1995  0     Nulo   Nulo   Nulo
15/01/1995  0     Nulo   Nulo   Nulo
16/01/1995  0     Nulo   Nulo   Nulo
17/01/1995  0     Nulo   Nulo   Nulo
18/01/1995  0     Nulo   Nulo   Nulo
19/01/1995  0     Nulo   Nulo   Nulo
20/01/1995  0     Nulo   Nulo   Nulo
21/01/1995  0     Nulo   Nulo   Nulo
22/01/1995  0     Nulo   Nulo   Nulo
23/01/1995  0     Nulo   Nulo   Nulo
24/01/1995  2.5   Nulo   Nulo   Nulo
25/01/1995  0     Nulo   Nulo   Nulo
26/01/1995  0     Nulo   Nulo   Nulo
27/01/1995  0     Nulo   Nulo   Nulo
28/01/1995  0     Nulo   Nulo   Nulo
29/01/1995  0     Nulo   Nulo   Nulo
30/01/1995  0     Nulo   Nulo   Nulo
31/01/1995  0     Nulo   Nulo   Nulo
01/02/1995  0     Nulo   Nulo   Nulo
02/02/1995  0     Nulo   Nulo   Nulo
03/02/1995  0     Nulo   Nulo   Nulo
04/02/1995  0     Nulo   Nulo   Nulo
05/02/1995  0     Nulo   Nulo   Nulo
06/02/1995  0     Nulo   Nulo   Nulo
07/02/1995  0     Nulo   Nulo   Nulo
08/02/1995  0     Nulo   Nulo   Nulo
09/02/1995  10    Nulo   Nulo   Nulo
10/02/1995  10    Nulo   Nulo   Nulo
11/02/1995  2     Nulo   Nulo   Nulo
12/02/1995  5     Nulo   Nulo   Nulo
13/02/1995  17    Nulo   Nulo   Nulo
14/02/1995  20    Nulo   Nulo   Nulo
15/02/1995  0.5   Nulo   Nulo   Nulo
16/02/1995  0     Nulo   Nulo   Nulo
17/02/1995  0     Nulo   Nulo   Nulo
18/02/1995  0     Nulo   Nulo   Nulo
19/02/1995  0     Nulo   Nulo   Nulo
20/02/1995  0     Nulo   Nulo   Nulo
21/02/1995  0     Nulo   Nulo   Nulo
22/02/1995  0     Nulo   Nulo   Nulo
23/02/1995  0     Nulo   Nulo   Nulo
24/02/1995  0     Nulo   Nulo   Nulo
25/02/1995  0     Nulo   Nulo   Nulo
26/02/1995  0     Nulo   Nulo   Nulo
27/02/1995  0     Nulo   Nulo   Nulo
28/02/1995  0     Nulo   Nulo   Nulo
01/01/2008  0      3.4    23.5  -5.5 
02/01/2008  0      1.6    23    -4.5 
03/01/2008  0      1.2    25    -2 
04/01/2008  0      1.4    20.5  -1 
05/01/2008  0      1.3    23    -1.5 
06/01/2008  0      1.2    20    -2.5 
07/01/2008  0      1.6    17.5  -0.5 
08/01/2008  0     Nulo    19.5  -1.5 
09/01/2008  0     Nulo    20.5  -4 
10/01/2008  0      2.2    22    -4 
11/01/2008  0      1.6    21    -4 
12/01/2008  0     Nulo    22.5  -5 
13/01/2008  0      2.5    20.5  -5.5 
14/01/2008  0      1.8    15    -6 
15/01/2008  0      1.4    18    -5.5 
16/01/2008  0      1.7    16    -5.5 
17/01/2008  0      1.8    13.5  -5.5 
18/01/2008  0     Nulo    14.5  -5 
19/01/2008  0     Nulo    19    -6 
20/01/2008  0     Nulo    17.5  -7 
